Key	Value
ENST00000377038.8	1064
ENST00000356607.9	1148
ENST00000377022.8	5593
ENST00000377004.9	2508
ENST00000240185.8	1344
ENST00000400897.8	2090
ENST00000376957.7	981
ENST00000376936.9	2693
ENST00000361445.9	7768
ENST00000376819.4	1263
ENST00000376810.6	1348
ENST00000294484.7	4397
ENST00000354287.5	977
ENST00000376770.5	1263
ENST00000235310.7	1562
ENST00000376753.9	938
ENST00000294485.6	1201
ENST00000314340.10	550
ENST00000376583.7	2091
ENST00000346436.11	2679
ENST00000376480.7	552
ENST00000376468.4	514
ENST00000376572.8	2092
ENST00000196061.5	2244
ENST00000676293.1	2583
ENST00000235332.6	1301
ENST00000263932.7	2081
ENST00000376259.7	1484
ENST00000620676.6	13331
ENST00000616661.5	1768
ENST00000376221.2	1683
ENST00000359318.8	1288
ENST00000614859.5	813
ENST00000357726.5	2579
ENST00000332296.7	1525
ENST00000619922.1	1505
ENST00000317869.7	1100
ENST00000240189.2	1509
ENST00000235349.6	1505
ENST00000330881.6	1490
ENST00000376189.5	1514
ENST00000436041.6	1612
ENST00000617807.3	1222
ENST00000619661.3	1584
ENST00000621994.3	1122
ENST00000624207.2	1576
ENST00000323770.8	1043
ENST00000415919.3	2135
ENST00000625019.3	1525
ENST00000624297.3	1485
ENST00000622421.3	1528
ENST00000621519.5	1500
ENST00000376152.2	1528
ENST00000334600.7	1525
ENST00000376098.4	1448
ENST00000602960.2	1524
ENST00000376085.4	1292
ENST00000294489.10	1055
ENST00000235372.11	6010
ENST00000376030.7	2638
ENST00000376008.3	1233
ENST00000375980.9	804
ENST00000375949.5	826
ENST00000359621.5	829
ENST00000375910.8	829
ENST00000333868.10	1263
ENST00000375847.8	2475
ENST00000375826.4	1140
ENST00000480945.6	1410
ENST00000345034.2	2007
ENST00000375799.8	3296
ENST00000294454.6	1140
ENST00000375782.2	1090
ENST00000375771.5	1562
ENST00000483273.2	1972
ENST00000375759.8	11353
ENST00000375733.6	2669
ENST00000329454.2	575
ENST00000375718.4	860
ENST00000331433.5	2096
ENST00000682338.1	2471
ENST00000375662.5	1049
ENST00000358432.8	3065
ENST00000270747.8	2586
ENST00000375599.8	1215
ENST00000375592.8	2394
ENST00000401088.9	472
ENST00000335496.5	1890
ENST00000337132.10	827
ENST00000375541.10	6139
ENST00000375535.4	624
ENST00000326735.13	3730
ENST00000375499.8	853
ENST00000375486.9	2075
ENST00000375471.5	2079
ENST00000375460.3	2032
ENST00000375448.4	2015
ENST00000619609.1	2132
ENST00000375436.9	1707
ENST00000361221.8	4133
ENST00000375406.2	1294
ENST00000251296.4	1732
ENST00000400664.3	2383
ENST00000420770.7	2273
ENST00000375341.8	1721
ENST00000455833.7	1895
ENST00000375254.8	15567
ENST00000477853.6	2994
ENST00000330263.5	748
ENST00000361640.5	1054
ENST00000235835.8	1097
ENST00000375153.8	1515
ENST00000433834.5	1288
ENST00000322753.7	301
ENST00000602662.1	693
ENST00000289753.2	2199
ENST00000294543.11	2143
ENST00000375121.4	863
ENST00000375120.4	1313
ENST00000375116.3	484
ENST00000482011.3	577
ENST00000375108.4	696
ENST00000375105.8	473
ENST00000375102.4	738
ENST00000375099.4	913
ENST00000375078.4	1065
ENST00000264198.5	1183
ENST00000332947.6	1388
ENST00000375071.4	471
ENST00000321556.5	1834
ENST00000415136.6	1511
ENST00000247986.2	3398
ENST00000444387.7	1834
ENST00000312239.10	1763
ENST00000400422.6	5444
ENST00000415912.6	2388
ENST00000318249.10	2250
ENST00000374832.5	1826
ENST00000374763.6	2253
ENST00000308271.14	3297
ENST00000543870.1	905
ENST00000374695.8	13266
ENST00000337107.11	828
ENST00000290122.8	828
ENST00000695855.1	854
ENST00000315554.15	657
ENST00000290167.11	1228
ENST00000404138.5	4228
ENST00000166244.8	3162
ENST00000402322.2	777
ENST00000374637.1	982
ENST00000400191.7	3183
ENST00000566855.4	442
ENST00000400181.9	2757
ENST00000302291.9	3544
ENST00000374619.2	2125
ENST00000374616.7	2017
ENST00000374608.3	1791
ENST00000450454.7	1159
ENST00000336689.8	2755
ENST00000361729.3	1751
ENST00000374561.6	432
ENST00000643754.2	552
ENST00000246151.9	731
ENST00000374514.8	825
ENST00000617979.5	1163
ENST00000374490.8	989
ENST00000374479.4	1402
ENST00000374472.5	1242
ENST00000334351.8	812
ENST00000492112.3	858
ENST00000374434.4	4434
ENST00000270800.2	1780
ENST00000327535.6	1601
ENST00000361548.9	2001
ENST00000337248.9	1179
ENST00000374399.9	1578
ENST00000374395.9	1097
ENST00000374392.3	396
ENST00000323848.14	2737
ENST00000374379.9	866
ENST00000338888.4	1559
ENST00000236273.9	764
ENST00000243189.12	1082
ENST00000328664.9	1290
ENST00000374358.5	607
ENST00000294413.13	1290
ENST00000374343.5	2194
ENST00000374338.5	1017
ENST00000374332.9	2897
ENST00000374315.1	1706
ENST00000374301.7	1184
ENST00000374298.4	1171
ENST00000675840.1	1367
ENST00000455785.7	540
ENST00000374284.5	1301
ENST00000374280.4	2900
ENST00000374276.4	1338
ENST00000374272.4	1195
ENST00000374269.2	1132
ENST00000374268.5	941
ENST00000374266.7	478
ENST00000361530.11	2196
ENST00000456354.7	1442
ENST00000252992.8	2417
ENST00000270792.10	349
ENST00000314675.11	1280
ENST00000374213.3	243
ENST00000326279.11	702
ENST00000360009.6	1079
ENST00000619352.4	323
ENST00000374168.7	2365
ENST00000324856.13	7244
ENST00000078527.9	1639
ENST00000374142.9	1281
ENST00000339276.6	808
ENST00000374135.9	1117
ENST00000361720.10	1600
ENST00000321265.10	1099
ENST00000254227.4	806
ENST00000320567.6	1345
ENST00000522111.3	776
ENST00000289166.6	1455
ENST00000263980.8	3236
ENST00000319394.8	2450
ENST00000611517.4	677
ENST00000616558.5	1853
ENST00000357582.3	4228
ENST00000270879.9	903
ENST00000374030.3	616
ENST00000374024.4	1111
ENST00000618852.5	1719
ENST00000673934.1	5710
ENST00000399173.5	1858
ENST00000339145.8	502
ENST00000373954.11	1041
ENST00000373943.9	917
ENST00000311772.10	1107
ENST00000373921.8	1957
ENST00000373912.8	942
ENST00000373894.8	1549
ENST00000373884.6	1282
ENST00000373871.8	1874
ENST00000305392.3	1216
ENST00000263697.6	790
ENST00000335514.10	378
ENST00000253063.4	1770
ENST00000373842.9	831
ENST00000373836.4	2350
ENST00000683442.1	1566
ENST00000373830.4	887
ENST00000685312.1	654
ENST00000465518.3	901
ENST00000373816.6	1775
ENST00000373812.8	1918
ENST00000234961.7	1330
ENST00000343067.9	2799
ENST00000521452.2	989
ENST00000373795.7	1630
ENST00000263702.11	1147
ENST00000460170.2	4326
ENST00000373765.5	1522
ENST00000294507.4	815
ENST00000339394.7	1498
ENST00000426105.7	3677
ENST00000373736.7	961
ENST00000263694.9	1108
ENST00000344147.10	822
ENST00000373713.7	461
ENST00000373709.8	1418
ENST00000271064.12	1497
ENST00000403528.7	1671
ENST00000373703.5	864
ENST00000373672.8	5027
ENST00000373655.6	5094
ENST00000360482.7	3749
ENST00000647444.2	1476
ENST00000327300.12	1457
ENST00000336294.10	1585
ENST00000373625.8	1683
ENST00000373609.1	1919
ENST00000373602.10	738
ENST00000537469.2	1649
ENST00000409358.2	1052
ENST00000309777.11	451
ENST00000677701.1	1305
ENST00000373582.4	689
ENST00000336890.10	1639
ENST00000373548.8	1533
ENST00000329421.8	785
ENST00000373534.4	967
ENST00000432622.2	775
ENST00000455895.7	1317
ENST00000609129.2	1560
ENST00000373510.9	1552
ENST00000373501.6	563
ENST00000373493.10	1374
ENST00000409190.8	1556
ENST00000401073.7	3407
ENST00000373477.9	1698
ENST00000373476.5	1501
ENST00000496770.1	673
ENST00000373467.4	625
ENST00000373463.8	817
ENST00000373456.11	2196
ENST00000672715.1	772
ENST00000373443.7	1698
ENST00000291416.10	2036
ENST00000373428.5	1260
ENST00000373418.7	1308
ENST00000684572.1	3286
ENST00000373381.9	11026
ENST00000681531.1	671
ENST00000488417.2	2677
ENST00000456842.1	385
ENST00000338513.1	992
ENST00000339480.3	1169
ENST00000373362.3	1000
ENST00000342280.5	1086
ENST00000235180.4	2937
ENST00000373337.4	504
ENST00000357182.9	4180
ENST00000359858.9	3558
ENST00000357214.6	2217
ENST00000314607.11	4982
ENST00000325722.8	3372
ENST00000356090.8	2314
ENST00000373235.4	1590
ENST00000373237.4	697
ENST00000270815.5	870
ENST00000318121.8	4125
ENST00000373210.4	2984
ENST00000373204.6	2784
ENST00000373191.9	2902
ENST00000207457.8	1398
ENST00000373178.5	1102
ENST00000303143.9	2116
ENST00000373166.8	648
ENST00000373151.6	2739
ENST00000469141.6	3205
ENST00000505871.7	2099
ENST00000490466.2	712
ENST00000373130.7	1494
ENST00000315732.3	535
ENST00000235532.9	1219
ENST00000373116.6	880
ENST00000361632.8	2531
ENST00000373091.8	3164
ENST00000373087.7	1885
ENST00000373075.6	620
ENST00000296215.8	1252
ENST00000296218.8	850
ENST00000373062.8	2308
ENST00000401068.1	1374
ENST00000486637.2	1140
ENST00000327331.2	953
ENST00000373048.9	3078
ENST00000373045.11	1707
ENST00000373044.3	865
ENST00000373042.5	945
ENST00000373036.5	2372
ENST00000373024.8	2829
ENST00000373019.5	1560
ENST00000373016.4	1018
ENST00000373014.5	828
ENST00000373012.5	1403
ENST00000373001.4	1323
ENST00000397572.5	352
ENST00000360786.3	1798
ENST00000372990.6	1183
ENST00000432648.8	681
ENST00000372967.3	401
ENST00000361689.7	16469
ENST00000331593.6	1562
ENST00000372856.7	2693
ENST00000372852.4	1002
ENST00000235628.2	1173
ENST00000372844.8	709
ENST00000324379.10	922
ENST00000372827.8	1586
ENST00000327582.5	1644
ENST00000316891.10	1414
ENST00000397332.2	1307
ENST00000372811.10	1738
ENST00000372797.7	1986
ENST00000642050.2	932
ENST00000372771.5	5755
ENST00000372766.4	603
ENST00000372759.4	1461
ENST00000372748.8	2156
ENST00000372718.8	1681
ENST00000361584.5	2088
ENST00000372706.6	2509
ENST00000296380.9	1324
ENST00000648542.1	1449
ENST00000372683.1	1102
ENST00000308733.9	1380
ENST00000347132.10	2392
ENST00000372638.4	788
ENST00000372616.1	1903
ENST00000439569.2	1605
ENST00000326197.11	2280
ENST00000372587.5	616
ENST00000372583.6	8528
ENST00000372581.2	377
ENST00000357001.3	378
ENST00000372572.5	2178
ENST00000431473.4	1316
ENST00000372565.8	1120
ENST00000372561.4	956
ENST00000342022.8	2459
ENST00000678333.1	542
ENST00000321358.12	1120
ENST00000372539.3	710
ENST00000296388.10	2265
ENST00000372525.7	660
ENST00000372521.9	442
ENST00000372517.8	1678
ENST00000372508.7	910
ENST00000426263.10	1693
ENST00000335282.5	450
ENST00000236051.3	1090
ENST00000610710.4	3995
ENST00000439858.6	1174
ENST00000423420.1	502
ENST00000372476.8	3504
ENST00000372470.9	1936
ENST00000372462.1	1700
ENST00000621943.4	1104
ENST00000372457.9	840
ENST00000562955.2	10198
ENST00000372430.9	969
ENST00000359947.9	6054
ENST00000372396.4	3335
ENST00000642331.1	1535
ENST00000372354.3	958
ENST00000372343.8	3540
ENST00000255108.8	1633
ENST00000472174.7	696
ENST00000434555.7	1606
ENST00000372318.8	1101
ENST00000372310.8	2141
ENST00000372299.4	1254
ENST00000315913.9	1486
ENST00000372257.7	1242
ENST00000361799.7	2091
ENST00000372237.8	921
ENST00000458657.6	1627
ENST00000372224.9	2271
ENST00000396651.8	681
ENST00000372207.4	1884
ENST00000372201.5	2025
ENST00000675259.1	1242
ENST00000372192.4	3930
ENST00000360403.7	1468
ENST00000372172.5	2650
ENST00000246337.9	1113
ENST00000359600.6	3810
ENST00000334815.6	1367
ENST00000672818.3	1824
ENST00000372090.6	1613
ENST00000372086.4	2111
ENST00000626657.2	719
ENST00000401061.9	879
ENST00000424390.2	878
ENST00000621846.4	1265
ENST00000351223.7	1429
ENST00000528266.6	2011
ENST00000355105.8	2686
ENST00000372025.5	931
ENST00000396478.4	1859
ENST00000361297.7	5678
ENST00000420542.5	1640
ENST00000372003.6	1187
ENST00000506599.2	302
ENST00000686737.1	2182
ENST00000371980.4	810
ENST00000442598.5	2355
ENST00000617190.5	2730
ENST00000311672.10	342
ENST00000474844.6	1172
ENST00000243167.9	1769
ENST00000360032.4	1325
ENST00000697682.1	1291
ENST00000481882.7	804
ENST00000649800.1	1639
ENST00000319928.9	799
ENST00000576409.5	1116
ENST00000334122.5	699
ENST00000371933.8	2512
ENST00000371923.9	1572
ENST00000310638.9	1600
ENST00000371901.4	1676
ENST00000334194.4	1775
ENST00000371891.8	1602
ENST00000294338.7	446
ENST00000294339.3	1570
ENST00000371877.8	4019
ENST00000371873.10	840
ENST00000335071.4	988
ENST00000334793.6	1577
ENST00000606738.3	2147
ENST00000438567.7	2064
ENST00000371847.8	1660
ENST00000371839.6	1667
ENST00000371833.4	1323
ENST00000357083.8	1218
ENST00000404795.4	1962
ENST00000396153.7	2406
ENST00000396148.2	1709
ENST00000371759.7	603
ENST00000242719.4	946
ENST00000447632.6	1888
ENST00000371733.8	2723
ENST00000447887.5	2257
ENST00000354831.11	3847
ENST00000371655.4	806
ENST00000371626.9	611
ENST00000371614.2	1111
ENST00000313334.13	572
ENST00000287727.8	4732
ENST00000284376.8	2707
ENST00000371568.8	2766
ENST00000257181.10	1084
ENST00000257177.9	5190
ENST00000361314.5	600
ENST00000517870.2	896
ENST00000371538.5	714
ENST00000294353.7	2433
ENST00000371528.2	2401
ENST00000371522.9	943
ENST00000371514.8	1762
ENST00000395871.7	2151
ENST00000371494.9	1869
ENST00000371486.4	2094
ENST00000294360.5	539
ENST00000371470.8	508
ENST00000306052.12	3047
ENST00000371445.3	1081
ENST00000312233.4	2427
ENST00000371429.4	2057
ENST00000072644.7	1272
ENST00000361921.8	771
ENST00000194214.10	592
ENST00000319223.8	1495
ENST00000371360.2	689
ENST00000234831.10	985
ENST00000234827.6	817
ENST00000530059.3	1698
ENST00000534324.6	1222
ENST00000360840.9	1346
ENST00000610401.6	1550
ENST00000343744.7	1864
ENST00000302250.7	1885
ENST00000421030.7	4261
ENST00000371281.4	1209
ENST00000371279.4	1517
ENST00000371276.9	1867
ENST00000371273.4	1308
ENST00000371269.9	1624
ENST00000371268.4	1068
ENST00000651561.1	1214
ENST00000302118.5	2366
ENST00000294383.7	8111
ENST00000371250.4	1480
ENST00000371244.9	1730
ENST00000343433.7	2298
ENST00000361249.4	1857
ENST00000696164.1	2033
ENST00000371236.7	1932
ENST00000371226.8	1612
ENST00000371225.4	1065
ENST00000472487.6	2494
ENST00000371222.4	1970
ENST00000303721.12	1724
ENST00000371208.5	2353
ENST00000371204.4	1533
ENST00000371201.3	1746
ENST00000403491.8	1758
ENST00000606498.5	642
ENST00000642238.2	5757
ENST00000498273.2	2872
ENST00000371153.9	3384
ENST00000339950.5	2776
ENST00000251157.10	6393
ENST00000371129.4	1427
ENST00000371120.7	1533
ENST00000371116.4	1926
ENST00000263440.6	1789
ENST00000371092.7	709
ENST00000371088.5	1998
ENST00000371084.8	1764
ENST00000371079.6	3212
ENST00000371076.7	922
ENST00000290039.6	3774
ENST00000371072.8	2112
ENST00000699312.1	3843
ENST00000395334.6	1027
ENST00000371069.5	3113
ENST00000371065.9	450
ENST00000349533.11	3664
ENST00000341517.9	2632
ENST00000371037.9	2690
ENST00000282670.7	666
ENST00000304526.3	460
ENST00000371026.8	2569
ENST00000401041.6	1734
ENST00000235345.6	1200
ENST00000684719.1	1344
ENST00000347310.10	2004
ENST00000648487.1	2769
ENST00000370995.6	1310
ENST00000370986.9	789
ENST00000370982.4	416
ENST00000370981.3	1324
ENST00000262348.9	1847
ENST00000262340.6	1648
ENST00000370966.9	1803
ENST00000310961.9	4903
ENST00000370952.4	1845
ENST00000370950.7	1534
ENST00000370944.9	1937
ENST00000370938.8	1363
ENST00000356595.8	1465
ENST00000370920.8	1030
ENST00000357731.10	1107
ENST00000395089.5	1872
ENST00000326637.8	2570
ENST00000326665.10	4863
ENST00000417775.5	1492
ENST00000370867.8	870
ENST00000356261.4	1617
ENST00000370855.5	2271
ENST00000370834.9	1441
ENST00000319942.8	1009
ENST00000263187.4	2912
ENST00000284142.7	998
ENST00000328299.4	1036
ENST00000477717.6	1204
ENST00000370812.8	1213
ENST00000354567.7	1981
ENST00000370801.8	3185
ENST00000370794.7	2994
ENST00000443751.3	1931
ENST00000334785.12	2213
ENST00000370768.7	2000
ENST00000370763.6	1183
ENST00000370759.4	1074
ENST00000370758.5	1272
ENST00000370751.10	1490
ENST00000370747.9	1417
ENST00000370742.4	2146
ENST00000674419.1	4485
ENST00000260505.13	3039
ENST00000370689.6	1317
ENST00000370670.2	406
ENST00000370665.4	1164
ENST00000370654.6	1063
ENST00000370645.9	560
ENST00000370630.6	1180
ENST00000342203.8	2022
ENST00000370611.4	1268
ENST00000370608.8	1939
ENST00000294664.11	2847
ENST00000370589.7	1766
ENST00000341460.6	3602
ENST00000471115.6	575
ENST00000648566.1	979
ENST00000284031.13	969
ENST00000451137.7	1367
ENST00000370574.4	1559
ENST00000370571.7	5518
ENST00000317336.11	2277
ENST00000370565.5	2906
ENST00000234701.7	3093
ENST00000370563.3	2799
ENST00000370558.8	1419
ENST00000331835.10	510
ENST00000370550.10	1470
ENST00000370542.1	645
ENST00000370521.8	3260
ENST00000370500.10	1016
ENST00000260508.9	1408
ENST00000399794.6	1886
ENST00000370481.9	1990
ENST00000370473.5	1844
ENST00000370466.4	2042
ENST00000294671.3	2016
ENST00000355754.7	2028
ENST00000370459.8	2294
ENST00000370456.5	1991
ENST00000640258.1	3226
ENST00000370454.9	2616
ENST00000394593.7	2986
ENST00000340281.9	1894
ENST00000370445.5	1268
ENST00000370440.5	4199
ENST00000370425.8	4372
ENST00000428239.5	1981
ENST00000525962.5	2615
ENST00000402388.1	2975
ENST00000370383.5	1181
ENST00000637221.2	3876
ENST00000370375.8	713
ENST00000370360.8	1875
ENST00000610020.2	1851
ENST00000427103.6	1449
ENST00000370331.5	2440
ENST00000370321.8	966
ENST00000370310.5	1317
ENST00000370298.9	2023
ENST00000370282.8	858
ENST00000370276.6	4523
ENST00000370267.1	1115
ENST00000271234.13	1979
ENST00000260502.11	2726
ENST00000436063.7	2326
ENST00000370238.8	1089
ENST00000370225.4	6922
ENST00000260526.11	3985
ENST00000370214.9	2067
ENST00000334047.12	1008
ENST00000271227.11	2054
ENST00000370206.9	1203
ENST00000370205.6	701
ENST00000370203.9	1063
ENST00000604534.5	783
ENST00000370202.5	822
ENST00000370197.5	1666
ENST00000370192.8	3187
ENST00000306121.8	1364
ENST00000263177.5	1153
ENST00000263174.9	1858
ENST00000287474.9	2480
ENST00000370165.7	4734
ENST00000427993.7	1276
ENST00000370152.8	1608
ENST00000287482.6	2087
ENST00000370141.8	1449
ENST00000370137.6	1245
ENST00000370132.8	1460
ENST00000370128.9	1258
ENST00000361544.11	2357
ENST00000315033.5	1589
ENST00000294728.7	2336
ENST00000370113.7	1277
ENST00000370112.8	1315
ENST00000427040.3	1204
ENST00000305352.7	1390
ENST00000338858.9	1434
ENST00000370096.9	5762
ENST00000533099.5	1787
ENST00000610648.1	1703
ENST00000414303.7	1547
ENST00000370083.9	1748
ENST00000330330.10	1748
ENST00000684141.1	1757
ENST00000370078.2	1167
ENST00000370073.6	2335
ENST00000370056.9	2852
ENST00000565488.6	1636
ENST00000415641.8	2127
ENST00000495380.7	2071
ENST00000370035.8	1409
ENST00000651461.1	1388
ENST00000370025.9	1920
ENST00000370017.9	2225
ENST00000370008.4	1840
ENST00000370001.8	2777
ENST00000676184.1	2301
ENST00000688778.1	1751
ENST00000400794.7	2915
ENST00000338366.6	428
ENST00000338272.9	331
ENST00000369949.8	651
ENST00000369939.8	3108
ENST00000234677.7	1617
ENST00000271332.4	9310
ENST00000369903.6	1139
ENST00000357155.2	1082
ENST00000256637.8	2519
ENST00000271308.9	841
ENST00000369872.4	1114
ENST00000369870.7	2181
ENST00000369868.7	779
ENST00000369864.5	1874
ENST00000527748.5	2036
ENST00000369851.7	1168
ENST00000679935.1	1249
ENST00000342115.8	2826
ENST00000369836.9	945
ENST00000241337.9	713
ENST00000309851.10	711
ENST00000256593.8	716
ENST00000361066.7	985
ENST00000369805.7	2012
ENST00000329608.11	1837
ENST00000369799.10	1878
ENST00000369795.8	2525
ENST00000647563.2	1089
ENST00000334179.5	614
ENST00000331565.5	2658
ENST00000438661.3	3064
ENST00000618772.4	3014
ENST00000369779.9	1655
ENST00000256644.8	595
ENST00000271331.4	383
ENST00000369771.4	1921
ENST00000633222.1	2171
ENST00000369769.4	1856
ENST00000271324.6	775
ENST00000369763.5	2541
ENST00000484310.6	1098
ENST00000545121.5	1456
ENST00000357640.9	1600
ENST00000445067.6	1941
ENST00000369740.6	1596
ENST00000369738.9	604
ENST00000369732.4	2048
ENST00000235090.10	1113
ENST00000369722.8	846
ENST00000343534.9	715
ENST00000369716.9	1320
ENST00000241356.5	1233
ENST00000687939.1	831
ENST00000357260.6	1044
ENST00000679724.1	2564
ENST00000315987.6	2445
ENST00000271277.11	2109
ENST00000369684.5	1471
ENST00000343210.11	1741
ENST00000263168.4	871
ENST00000413052.6	3399
ENST00000369637.5	658
ENST00000309276.11	1546
ENST00000361886.4	853
ENST00000458229.6	1811
ENST00000361127.6	3404
ENST00000369611.4	3420
ENST00000369604.6	2780
ENST00000612242.4	2442
ENST00000359785.10	2510
ENST00000393316.8	695
ENST00000369569.6	2299
ENST00000650450.2	1857
ENST00000369558.5	3862
ENST00000320334.5	1261
ENST00000609117.5	1579
ENST00000358465.7	3508
ENST00000369541.4	699
ENST00000393277.2	2993
ENST00000369535.5	698
ENST00000692719.1	2600
ENST00000060969.6	699
ENST00000369522.8	3108
ENST00000256592.3	450
ENST00000369516.7	734
ENST00000369512.3	905
ENST00000369509.1	1584
ENST00000261448.6	1370
ENST00000369506.1	5950
ENST00000369503.9	1756
ENST00000683341.1	1524
ENST00000537345.5	3432
ENST00000369489.10	804
ENST00000318837.6	3747
ENST00000369478.4	1116
ENST00000393203.3	2925
ENST00000256652.8	3131
ENST00000369466.9	3507
ENST00000256649.9	2288
ENST00000369458.8	918
ENST00000356554.7	2658
ENST00000369448.4	1306
ENST00000369443.10	1732
ENST00000349139.6	2905
ENST00000336338.10	6740
ENST00000369429.5	2354
ENST00000235521.5	1089
ENST00000325945.4	1179
ENST00000543831.5	1365
ENST00000369413.8	1257
ENST00000421812.3	2248
ENST00000641023.2	1688
ENST00000369406.8	1585
ENST00000354219.5	914
ENST00000369400.2	2549
ENST00000256646.7	7669
ENST00000578049.4	784
ENST00000577856.3	542
ENST00000369390.7	1298
ENST00000367123.8	2069
ENST00000584486.6	1292
ENST00000581164.2	542
ENST00000577412.6	3149
ENST00000581138.4	542
ENST00000641863.3	2025
ENST00000400889.3	1321
ENST00000544708.3	542
ENST00000313835.14	1511
ENST00000344770.6	1630
ENST00000369288.7	782
ENST00000582693.5	1134
ENST00000698751.1	2117
ENST00000334513.6	995
ENST00000393045.7	1975
ENST00000355594.9	3111
ENST00000369304.8	3537
ENST00000369306.8	806
ENST00000632555.1	543
ENST00000604000.4	1101
ENST00000606888.3	2776
ENST00000369314.2	774
ENST00000582401.6	1486
ENST00000336751.11	1516
ENST00000583866.9	11420
ENST00000687833.1	1077
ENST00000698835.1	5809
ENST00000254101.4	881
ENST00000254090.9	1689
ENST00000369258.8	2711
ENST00000234739.8	4929
ENST00000583509.7	1760
ENST00000621517.1	1218
ENST00000314163.12	1482
ENST00000615281.4	3746
ENST00000419275.3	542
ENST00000593495.4	1029
ENST00000322209.5	722
ENST00000369354.7	7228
ENST00000615421.4	4203
ENST00000578189.1	1154
ENST00000621744.4	12799
ENST00000651566.2	12315
ENST00000585245.3	542
ENST00000369168.5	1172
ENST00000369167.3	425
ENST00000331491.2	420
ENST00000578186.3	337
ENST00000369158.2	459
ENST00000369159.3	442
ENST00000607355.3	443
ENST00000403683.2	455
ENST00000579512.3	337
ENST00000369155.4	420
ENST00000331380.4	444
ENST00000331128.6	439
ENST00000369150.1	733
ENST00000369146.8	2679
ENST00000271628.9	1316
ENST00000439741.4	2359
ENST00000581312.6	2874
ENST00000644510.2	1792
ENST00000369124.5	1569
ENST00000583931.6	1130
ENST00000647854.1	1138
ENST00000369109.8	1001
ENST00000369102.5	1163
ENST00000290363.6	1869
ENST00000581066.2	708
ENST00000324862.7	2157
ENST00000369068.5	4951
ENST00000369064.8	2186
ENST00000369047.9	1721
ENST00000271643.9	3472
ENST00000369026.3	1130
ENST00000339643.9	517
ENST00000271732.8	1030
ENST00000361824.7	1307
ENST00000368985.8	1075
ENST00000676966.1	1126
ENST00000358595.10	2399
ENST00000271640.9	4063
ENST00000271688.10	1566
ENST00000368947.9	1236
ENST00000361936.9	2362
ENST00000271620.8	1543
ENST00000368931.8	1211
